basin,name,year,cyclone_of_the_year,num_of_track_entries,date,time,record_identifier,status_of_system,latitude,longitude,max_sustained_wind,central_pressure,34kt_NE,34kt_SE,34kt_SW,34kt_NW,50kt_NE,50kt_SE,50kt_SW,50kt_NW,64kt_NE,64kt_SE,64kt_SW,64kt_NW
AL,UNNAMED,1888,07,20,18881010,1800,,HU,27.7N,84.6W,95,,,,,,,,,,,,,,
AL,UNNAMED,1888,07,20,18881011,0000,,HU,29.0N,83.3W,95,970,,,,,,,,,,,,,
AL,UNNAMED,1888,07,20,18881011,0100,L,HU,29.2N,83.1W,95,970,,,,,,,,,,,,,
AL,UNNAMED,1888,07,20,18881011,0600,,HU,30.5N,81.3W,70,,,,,,,,,,,,,,
AL,UNNAMED,1888,07,20,18881011,1200,,TS,32.3N,79.5W,60,,,,,,,,,,,,,,
AL,UNNAMED,1888,07,20,18881011,1600,L,TS,33.9N,78.1W,60,,,,,,,,,,,,,,
AL,UNNAMED,1888,07,20,18881011,1800,,TS,34.5N,77.5W,55,,,,,,,,,,,,,,
AL,UNNAMED,1888,07,20,18881012,0000,,TS,36.4N,75.6W,50,,,,,,,,,,,,,,
AL,UNNAMED,1888,07,20,18881012,0600,,TS,38.4N,73.7W,45,,,,,,,,,,,,,,
AL,UNNAMED,1888,07,20,18881012,1200,,TS,40.6N,71.8W,40,,,,,,,,,,,,,,
AL,UNNAMED,1888,07,20,18881012,1800,,TS,41.9N,67.2W,35,,,,,,,,,,,,,,
AL,UNNAMED,1888,08,31,18881101,0600,,TS,12.3N,59.9W,35,,,,,,,,,,,,,,
AL,UNNAMED,1888,08,31,18881101,1200,,TS,13.3N,61.0W,35,,,,,,,,,,,,,,
AL,UNNAMED,1888,08,31,18881101,1800,,TS,14.4N,61.1W,35,,,,,,,,,,,,,,
AL,UNNAMED,1888,08,31,18881102,0000,,TS,15.5N,61.2W,35,,,,,,,,,,,,,,
AL,UNNAMED,1888,08,31,18881102,0600,,TS,16.6N,61.3W,35,,,,,,,,,,,,,,
AL,UNNAMED,1888,08,31,18881102,1200,,TS,17.5N,61.3W,40,,,,,,,,,,,,,,
AL,UNNAMED,1888,08,31,18881102,1800,,TS,18.4N,61.3W,40,,,,,,,,,,,,,,
AL,UNNAMED,1888,08,31,18881103,0000,,TS,19.2N,61.3W,40,,,,,,,,,,,,,,
AL,UNNAMED,1888,08,31,18881103,0600,,TS,20.0N,61.2W,40,,,,,,,,,,,,,,
AL,UNNAMED,1888,08,31,18881103,1200,,TS,20.8N,61.1W,45,,,,,,,,,,,,,,
AL,UNNAMED,1888,08,31,18881103,1800,,TS,21.7N,61.0W,45,,,,,,,,,,,,,,
AL,UNNAMED,1888,08,31,18881104,0000,,TS,22.6N,60.7W,45,,,,,,,,,,,,,,
AL,UNNAMED,1888,08,31,18881104,0600,,TS,23.5N,60.2W,45,,,,,,,,,,,,,,
AL,UNNAMED,1888,08,31,18881104,1200,,TS,24.5N,59.7W,50,,,,,,,,,,,,,,
AL,UNNAMED,1888,08,31,18881104,1800,,TS,25.5N,58.8W,50,,,,,,,,,,,,,,
AL,UNNAMED,1888,08,31,18881105,0000,,TS,26.6N,57.9W,50,,,,,,,,,,,,,,
AL,UNNAMED,1888,08,31,18881105,0600,,TS,27.7N,57.0W,50,,,,,,,,,,,,,,
AL,UNNAMED,1888,08,31,18881105,1200,,TS,28.7N,56.0W,50,,,,,,,,,,,,,,
AL,UNNAMED,1888,08,31,18881105,1800,,TS,29.5N,55.0W,50,,,,,,,,,,,,,,
AL,UNNAMED,1888,08,31,18881106,0000,,TS,30.6N,53.9W,50,,,,,,,,,,,,,,
AL,UNNAMED,1888,08,31,18881106,0600,,TS,31.5N,53.0W,50,,,,,,,,,,,,,,
AL,UNNAMED,1888,08,31,18881106,1200,,TS,32.3N,52.0W,50,,,,,,,,,,,,,,
AL,UNNAMED,1888,08,31,18881106,1800,,TS,33.1N,51.3W,50,,,,,,,,,,,,,,
AL,UNNAMED,1888,08,31,18881107,0000,,TS,33.7N,50.8W,50,,,,,,,,,,,,,,
AL,UNNAMED,1888,08,31,18881107,0600,,TS,34.4N,50.4W,50,,,,,,,,,,,,,,
AL,UNNAMED,1888,08,31,18881107,1200,,TS,35.1N,49.8W,45,,,,,,,,,,,,,,
AL,UNNAMED,1888,08,31,18881107,1800,,TS,36.0N,49.0W,45,,,,,,,,,,,,,,
AL,UNNAMED,1888,08,31,18881108,0000,,TS,36.9N,48.2W,45,,,,,,,,,,,,,,
AL,UNNAMED,1888,08,31,18881108,0600,,TS,37.9N,47.2W,40,,,,,,,,,,,,,,
AL,UNNAMED,1888,08,31,18881108,1200,,TS,39.0N,46.2W,35,,,,,,,,,,,,,,
AL,UNNAMED,1888,08,31,18881108,1800,,TS,40.0N,45.2W,35,,,,,,,,,,,,,,
AL,UNNAMED,1888,09,64,18881117,0000,,TS,23.2N,56.0W,50,,,,,,,,,,,,,,
AL,UNNAMED,1888,09,64,18881117,0600,,TS,23.5N,56.6W,55,,,,,,,,,,,,,,
AL,UNNAMED,1888,09,64,18881117,1200,,TS,23.8N,57.1W,60,,,,,,,,,,,,,,
AL,UNNAMED,1888,09,64,18881117,1800,,TS,24.2N,57.8W,60,,,,,,,,,,,,,,
AL,UNNAMED,1888,09,64,18881118,0000,,TS,24.6N,58.5W,60,,,,,,,,,,,,,,
AL,UNNAMED,1888,09,64,18881118,0600,,TS,24.9N,59.2W,60,,,,,,,,,,,,,,
AL,UNNAMED,1888,09,64,18881118,1200,,TS,25.1N,59.8W,60,,,,,,,,,,,,,,
AL,UNNAMED,1888,09,64,18881118,1800,,TS,25.2N,60.5W,60,,,,,,,,,,,,,,
AL,UNNAMED,1888,09,64,18881119,0000,,TS,25.3N,61.2W,60,,,,,,,,,,,,,,
AL,UNNAMED,1888,09,64,18881119,0600,,TS,25.4N,61.9W,60,,,,,,,,,,,,,,
AL,UNNAMED,1888,09,64,18881119,1200,,TS,25.5N,62.6W,60,,,,,,,,,,,,,,
AL,UNNAMED,1888,09,64,18881119,1800,,TS,25.7N,63.4W,60,,,,,,,,,,,,,,
AL,UNNAMED,1888,09,64,18881120,0000,,TS,26.0N,64.2W,60,,,,,,,,,,,,,,
AL,UNNAMED,1888,09,64,18881120,0600,,TS,26.3N,65.0W,60,,,,,,,,,,,,,,
AL,UNNAMED,1888,09,64,18881120,1200,,TS,26.7N,65.7W,60,,,,,,,,,,,,,,
AL,UNNAMED,1888,09,64,18881120,1800,,HU,26.9N,66.4W,65,,,,,,,,,,,,,,
AL,UNNAMED,1888,09,64,18881121,0000,,HU,27.1N,67.1W,65,,,,,,,,,,,,,,
AL,UNNAMED,1888,09,64,18881121,0600,,HU,27.5N,68.0W,70,,,,,,,,,,,,,,
AL,UNNAMED,1888,09,64,18881121,1200,,HU,27.7N,68.7W,70,,,,,,,,,,,,,,
AL,UNNAMED,1888,09,64,18881121,1800,,HU,28.1N,69.5W,70,,,,,,,,,,,,,,
AL,UNNAMED,1888,09,64,18881122,0000,,HU,28.4N,70.5W,75,,,,,,,,,,,,,,
AL,UNNAMED,1888,09,64,18881122,0600,,HU,28.8N,71.4W,75,,,,,,,,,,,,,,
AL,UNNAMED,1888,09,64,18881122,1200,,HU,29.3N,72.3W,80,,,,,,,,,,,,,,
AL,UNNAMED,1888,09,64,18881122,1800,,HU,29.6N,72.9W,80,,,,,,,,,,,,,,
AL,UNNAMED,1888,09,64,18881123,0000,,HU,29.8N,73.5W,80,,,,,,,,,,,,,,
AL,UNNAMED,1888,09,64,18881123,0600,,HU,30.1N,74.2W,85,,,,,,,,,,,,,,
AL,UNNAMED,1888,09,64,18881123,1200,,HU,30.5N,74.7W,85,,,,,,,,,,,,,,
AL,UNNAMED,1888,09,64,18881123,1800,,HU,31.0N,75.1W,85,,,,,,,,,,,,,,
AL,UNNAMED,1888,09,64,18881124,0000,,HU,31.5N,75.5W,85,,,,,,,,,,,,,,
AL,UNNAMED,1888,09,64,18881124,0600,,HU,32.1N,75.8W,85,,,,,,,,,,,,,,
AL,UNNAMED,1888,09,64,18881124,1200,,HU,32.7N,75.7W,85,,,,,,,,,,,,,,
AL,UNNAMED,1888,09,64,18881124,1800,,HU,33.1N,75.5W,85,,,,,,,,,,,,,,
AL,UNNAMED,1888,09,64,18881125,0000,,HU,33.6N,75.2W,85,,,,,,,,,,,,,,
AL,UNNAMED,1888,09,64,18881125,0600,,HU,34.0N,75.0W,85,,,,,,,,,,,,,,
AL,UNNAMED,1888,09,64,18881125,1200,,HU,34.5N,74.7W,85,,,,,,,,,,,,,,
AL,UNNAMED,1888,09,64,18881125,1800,,HU,35.3N,74.2W,85,,,,,,,,,,,,,,
AL,UNNAMED,1888,09,64,18881126,0000,,EX,36.1N,73.6W,80,,,,,,,,,,,,,,
AL,UNNAMED,1888,09,64,18881126,0600,,EX,37.0N,73.0W,80,,,,,,,,,,,,,,
AL,UNNAMED,1888,09,64,18881126,1200,,EX,38.0N,72.3W,80,,,,,,,,,,,,,,
AL,UNNAMED,1888,09,64,18881126,1800,,EX,38.5N,71.9W,80,,,,,,,,,,,,,,
AL,UNNAMED,1888,09,64,18881127,0000,,EX,39.3N,71.2W,80,,,,,,,,,,,,,,
AL,UNNAMED,1888,09,64,18881127,0600,,EX,40.0N,70.4W,80,,,,,,,,,,,,,,
AL,UNNAMED,1888,09,64,18881127,1200,,EX,40.7N,69.7W,80,,,,,,,,,,,,,,
AL,UNNAMED,1888,09,64,18881127,1800,,EX,41.5N,69.1W,80,,,,,,,,,,,,,,
AL,UNNAMED,1888,09,64,18881128,0000,,EX,42.4N,68.4W,80,,,,,,,,,,,,,,
AL,UNNAMED,1888,09,64,18881128,0600,,EX,43.3N,67.6W,80,,,,,,,,,,,,,,
AL,UNNAMED,1888,09,64,18881128,1200,,EX,44.1N,66.6W,80,,,,,,,,,,,,,,
AL,UNNAMED,1888,09,64,18881128,1800,,EX,44.8N,65.2W,70,,,,,,,,,,,,,,
AL,UNNAMED,1888,09,64,18881129,0000,,EX,45.5N,63.5W,60,,,,,,,,,,,,,,
AL,UNNAMED,1888,09,64,18881129,0600,,EX,46.0N,61.7W,50,,,,,,,,,,,,,,
AL,UNNAMED,1888,09,64,18881129,1200,,EX,46.4N,60.0W,45,,,,,,,,,,,,,,
AL,UNNAMED,1888,09,64,18881129,1800,,EX,46.7N,58.7W,45,,,,,,,,,,,,,,
AL,UNNAMED,1888,09,64,18881130,0000,,EX,46.9N,57.5W,45,,,,,,,,,,,,,,
AL,UNNAMED,1888,09,64,18881130,0600,,EX,47.1N,56.1W,45,,,,,,,,,,,,,,
AL,UNNAMED,1888,09,64,18881130,1200,,EX,47.2N,54.3W,45,,,,,,,,,,,,,,
AL,UNNAMED,1888,09,64,18881130,1800,,EX,47.2N,52.0W,45,,,,,,,,,,,,,,
AL,UNNAMED,1888,09,64,18881201,0000,,EX,47.2N,49.7W,40,,,,,,,,,,,,,,
AL,UNNAMED,1888,09,64,18881201,0600,,EX,47.2N,47.3W,50,,,,,,,,,,,,,,
AL,UNNAMED,1888,09,64,18881201,1200,,EX,47.2N,45.0W,55,,,,,,,,,,,,,,
AL,UNNAMED,1888,09,64,18881201,1800,,EX,47.2N,42.7W,55,,,,,,,,,,,,,,
AL,UNNAMED,1888,09,64,18881202,0000,,EX,47.3N,40.4W,60,,,,,,,,,,,,,,
AL,UNNAMED,1888,09,64,18881202,0600,,EX,47.4N,38.1W,60,,,,,,,,,,,,,,
AL,UNNAMED,1888,09,64,18881202,1200,,EX,47.5N,35.8W,60,,,,,,,,,,,,,,
AL,UNNAMED,1888,09,64,18881202,1800,,EX,48.0N,33.3W,60,,,,,,,,,,,,,,
AL,UNNAMED,1889,01,24,18890516,0600,,TS,21.5N,64.1W,35,,,,,,,,,,,,,,
AL,UNNAMED,1889,01,24,18890516,1200,,TS,21.7N,64.8W,40,,,,,,,,,,,,,,
AL,UNNAMED,1889,01,24,18890516,1800,,TS,21.9N,65.2W,40,,,,,,,,,,,,,,
AL,UNNAMED,1889,01,24,18890517,0000,,TS,22.1N,65.7W,45,,,,,,,,,,,,,,
AL,UNNAMED,1889,01,24,18890517,0600,,TS,22.4N,66.3W,50,,,,,,,,,,,,,,
AL,UNNAMED,1889,01,24,18890517,1200,,TS,22.8N,67.0W,50,,,,,,,,,,,,,,
AL,UNNAMED,1889,01,24,18890517,1800,,TS,23.3N,67.8W,50,,,,,,,,,,,,,,
AL,UNNAMED,1889,01,24,18890518,0000,,TS,23.9N,68.6W,50,,,,,,,,,,,,,,
AL,UNNAMED,1889,01,24,18890518,0600,,TS,24.5N,69.5W,50,,,,,,,,,,,,,,
AL,UNNAMED,1889,01,24,18890518,1200,,TS,25.3N,70.4W,50,,,,,,,,,,,,,,
AL,UNNAMED,1889,01,24,18890518,1800,,TS,26.2N,71.4W,50,,,,,,,,,,,,,,
AL,UNNAMED,1889,01,24,18890519,0000,,TS,27.3N,72.6W,50,,,,,,,,,,,,,,
AL,UNNAMED,1889,01,24,18890519,0600,,TS,28.3N,73.8W,50,,,,,,,,,,,,,,
AL,UNNAMED,1889,01,24,18890519,1200,,TS,29.2N,74.8W,55,,,,,,,,,,,,,,
AL,UNNAMED,1889,01,24,18890519,1800,,TS,29.9N,75.4W,55,,,,,,,,,,,,,,
AL,UNNAMED,1889,01,24,18890520,0000,,TS,30.5N,75.5W,55,,,,,,,,,,,,,,
AL,UNNAMED,1889,01,24,18890520,0600,,TS,31.2N,75.3W,60,,,,,,,,,,,,,,
AL,UNNAMED,1889,01,24,18890520,1200,,HU,31.9N,74.9W,65,,,,,,,,,,,,,,
AL,UNNAMED,1889,01,24,18890520,1800,,HU,32.8N,74.1W,70,,,,,,,,,,,,,,
AL,UNNAMED,1889,01,24,18890521,0000,,HU,33.7N,73.1W,70,,,,,,,,,,,,,,
AL,UNNAMED,1889,01,24,18890521,0600,,TS,34.6N,72.0W,60,,,,,,,,,,,,,,
AL,UNNAMED,1889,01,24,18890521,1200,,EX,35.8N,70.8W,55,,,,,,,,,,,,,,
AL,UNNAMED,1889,01,24,18890521,1800,,EX,37.1N,70.2W,45,,,,,,,,,,,,,,
AL,UNNAMED,1889,01,24,18890522,0000,,EX,38.4N,69.8W,35,,,,,,,,,,,,,,
AL,UNNAMED,1889,02,25,18890615,0000,,TS,19.8N,83.7W,35,,,,,,,,,,,,,,
AL,UNNAMED,1889,02,25,18890615,0600,,TS,20.6N,84.0W,45,,,,,,,,,,,,,,
AL,UNNAMED,1889,02,25,18890615,1200,,TS,21.3N,84.3W,55,,,,,,,,,,,,,,
AL,UNNAMED,1889,02,25,18890615,1800,,HU,22.0N,84.6W,65,,,,,,,,,,,,,,
AL,UNNAMED,1889,02,25,18890616,0000,,HU,22.8N,85.0W,65,,,,,,,,,,,,,,
AL,UNNAMED,1889,02,25,18890616,0600,,TS,23.7N,85.4W,60,,,,,,,,,,,,,,
AL,UNNAMED,1889,02,25,18890616,1200,,TS,24.6N,85.5W,55,,,,,,,,,,,,,,
AL,UNNAMED,1889,02,25,18890616,1800,,TS,25.6N,85.4W,50,,,,,,,,,,,,,,
AL,UNNAMED,1889,02,25,18890617,0000,,TS,26.6N,85.1W,45,,,,,,,,,,,,,,
AL,UNNAMED,1889,02,25,18890617,0600,,TS,27.6N,84.5W,45,,,,,,,,,,,,,,
AL,UNNAMED,1889,02,25,18890617,1200,,TS,28.6N,83.5W,45,,,,,,,,,,,,,,
AL,UNNAMED,1889,02,25,18890617,1500,L,TS,29.1N,82.9W,45,,,,,,,,,,,,,,
AL,UNNAMED,1889,02,25,18890617,1800,,TS,29.6N,82.2W,40,,,,,,,,,,,,,,
AL,UNNAMED,1889,02,25,18890618,0000,,TS,30.7N,80.9W,35,,,,,,,,,,,,,,
AL,UNNAMED,1889,02,25,18890618,0600,,TS,31.7N,79.5W,40,,,,,,,,,,,,,,
AL,UNNAMED,1889,02,25,18890618,1200,,TS,32.7N,78.2W,40,,,,,,,,,,,,,,
AL,UNNAMED,1889,02,25,18890618,1800,,TS,33.7N,77.0W,45,,,,,,,,,,,,,,
AL,UNNAMED,1889,02,25,18890619,0000,,TS,34.5N,75.9W,45,,,,,,,,,,,,,,
AL,UNNAMED,1889,02,25,18890619,0600,,TS,35.4N,74.7W,45,,,,,,,,,,,,,,
AL,UNNAMED,1889,02,25,18890619,1200,,TS,36.3N,73.4W,45,,,,,,,,,,,,,,
AL,UNNAMED,1889,02,25,18890619,1800,,TS,37.3N,71.6W,45,,,,,,,,,,,,,,
AL,UNNAMED,1889,02,25,18890620,0000,,TS,38.4N,69.4W,45,,,,,,,,,,,,,,
AL,UNNAMED,1889,02,25,18890620,0600,,TS,39.7N,66.8W,45,,,,,,,,,,,,,,
AL,UNNAMED,1889,02,25,18890620,1200,,TS,41.0N,64.0W,40,,,,,,,,,,,,,,
AL,UNNAMED,1889,02,25,18890620,1800,,TS,42.5N,61.2W,35,,,,,,,,,,,,,,
AL,UNNAMED,1889,03,39,18890819,0600,,TS,16.8N,69.2W,35,,,,,,,,,,,,,,
AL,UNNAMED,1889,03,39,18890819,1200,,TS,17.3N,69.6W,40,,,,,,,,,,,,,,
AL,UNNAMED,1889,03,39,18890819,1800,,TS,17.8N,69.9W,50,,,,,,,,,,,,,,
AL,UNNAMED,1889,03,39,18890820,0000,,TS,18.3N,70.3W,50,,,,,,,,,,,,,,
AL,UNNAMED,1889,03,39,18890820,0600,,TS,18.7N,70.6W,35,,,,,,,,,,,,,,
AL,UNNAMED,1889,03,39,18890820,1200,,TD,19.2N,70.9W,30,,,,,,,,,,,,,,
AL,UNNAMED,1889,03,39,18890820,1800,,TD,19.6N,71.2W,30,,,,,,,,,,,,,,
AL,UNNAMED,1889,03,39,18890821,0000,,TS,20.0N,71.5W,35,,,,,,,,,,,,,,
AL,UNNAMED,1889,03,39,18890821,0600,,TS,20.4N,71.8W,50,,,,,,,,,,,,,,
AL,UNNAMED,1889,03,39,18890821,1200,,TS,20.8N,72.1W,55,,,,,,,,,,,,,,
AL,UNNAMED,1889,03,39,18890821,1800,,TS,21.3N,72.5W,60,,,,,,,,,,,,,,
AL,UNNAMED,1889,03,39,18890822,0000,,TS,21.8N,72.8W,60,,,,,,,,,,,,,,
AL,UNNAMED,1889,03,39,18890822,0600,,TS,22.3N,73.2W,60,,,,,,,,,,,,,,
AL,UNNAMED,1889,03,39,18890822,1200,,TS,23.0N,73.6W,60,,,,,,,,,,,,,,
AL,UNNAMED,1889,03,39,18890822,1800,,TS,23.7N,74.0W,60,,,,,,,,,,,,,,
AL,UNNAMED,1889,03,39,18890823,0000,,TS,24.5N,74.4W,60,,,,,,,,,,,,,,
AL,UNNAMED,1889,03,39,18890823,0600,,TS,25.3N,74.8W,60,,,,,,,,,,,,,,
AL,UNNAMED,1889,03,39,18890823,1200,,TS,26.2N,75.2W,60,,,,,,,,,,,,,,
AL,UNNAMED,1889,03,39,18890823,1800,,TS,27.1N,75.5W,60,,,,,,,,,,,,,,
AL,UNNAMED,1889,03,39,18890824,0000,,TS,28.0N,75.7W,60,,,,,,,,,,,,,,
AL,UNNAMED,1889,03,39,18890824,0600,,TS,28.9N,75.7W,60,,,,,,,,,,,,,,
AL,UNNAMED,1889,03,39,18890824,1200,,TS,29.8N,75.5W,60,,,,,,,,,,,,,,
AL,UNNAMED,1889,03,39,18890824,1800,,TS,30.7N,75.1W,60,,,,,,,,,,,,,,
AL,UNNAMED,1889,03,39,18890825,0000,,TS,31.5N,74.5W,60,,,,,,,,,,,,,,
AL,UNNAMED,1889,03,39,18890825,0600,,TS,32.2N,73.9W,60,,,,,,,,,,,,,,
AL,UNNAMED,1889,03,39,18890825,1200,,TS,32.9N,73.4W,60,,,,,,,,,,,,,,
AL,UNNAMED,1889,03,39,18890825,1800,,TS,33.5N,73.0W,60,,,,,,,,,,,,,,
AL,UNNAMED,1889,03,39,18890826,0000,,TS,34.1N,72.6W,60,,,,,,,,,,,,,,
AL,UNNAMED,1889,03,39,18890826,0600,,TS,34.5N,72.3W,60,,,,,,,,,,,,,,
AL,UNNAMED,1889,03,39,18890826,1200,,HU,35.0N,72.0W,65,,,,,,,,,,,,,,
AL,UNNAMED,1889,03,39,18890826,1800,,HU,35.4N,71.8W,65,,,,,,,,,,,,,,
AL,UNNAMED,1889,03,39,18890827,0000,,HU,35.9N,71.7W,70,,,,,,,,,,,,,,
AL,UNNAMED,1889,03,39,18890827,0600,,HU,36.2N,71.6W,70,,,,,,,,,,,,,,
AL,UNNAMED,1889,03,39,18890827,1200,,HU,36.6N,71.5W,70,,,,,,,,,,,,,,
AL,UNNAMED,1889,03,39,18890827,1800,,HU,37.1N,71.5W,70,,,,,,,,,,,,,,
AL,UNNAMED,1889,03,39,18890828,0000,,HU,37.5N,71.5W,65,,,,,,,,,,,,,,
AL,UNNAMED,1889,03,39,18890828,0600,,TS,38.0N,71.5W,60,,,,,,,,,,,,,,
AL,UNNAMED,1889,03,39,18890828,1200,,TS,38.5N,71.5W,50,,,,,,,,,,,,,,
AL,UNNAMED,1889,03,39,18890828,1800,,TS,39.0N,71.5W,40,,,,,,,,,,,,,,
AL,UNNAMED,1889,04,48,18890901,0000,,TS,11.9N,55.0W,35,,,,,,,,,,,,,,
AL,UNNAMED,1889,04,48,18890901,0600,,TS,12.4N,55.7W,40,,,,,,,,,,,,,,
AL,UNNAMED,1889,04,48,18890901,1200,,TS,13.0N,56.3W,45,,,,,,,,,,,,,,
AL,UNNAMED,1889,04,48,18890901,1800,,TS,13.7N,57.2W,50,,,,,,,,,,,,,,
AL,UNNAMED,1889,04,48,18890902,0000,,TS,14.4N,58.2W,55,,,,,,,,,,,,,,
AL,UNNAMED,1889,04,48,18890902,0600,,TS,15.1N,59.3W,60,,,,,,,,,,,,,,
AL,UNNAMED,1889,04,48,18890902,1200,,HU,15.7N,60.3W,65,,,,,,,,,,,,,,
AL,UNNAMED,1889,04,48,18890902,1800,,HU,16.1N,61.3W,70,,,,,,,,,,,,,,
AL,UNNAMED,1889,04,48,18890903,0000,,HU,16.9N,62.3W,75,,,,,,,,,,,,,,
AL,UNNAMED,1889,04,48,18890903,0600,,HU,17.4N,63.2W,80,,,,,,,,,,,,,,
AL,UNNAMED,1889,04,48,18890903,1200,,HU,18.0N,64.0W,90,,,,,,,,,,,,,,
AL,UNNAMED,1889,04,48,18890903,1800,,HU,18.7N,65.0W,90,,,,,,,,,,,,,,
AL,UNNAMED,1889,04,48,18890904,0000,,HU,19.4N,66.0W,90,,,,,,,,,,,,,,
AL,UNNAMED,1889,04,48,18890904,0600,,HU,19.9N,66.8W,90,,,,,,,,,,,,,,
AL,UNNAMED,1889,04,48,18890904,1200,,HU,20.5N,67.5W,90,,,,,,,,,,,,,,
AL,UNNAMED,1889,04,48,18890904,1800,,HU,21.1N,68.1W,90,,,,,,,,,,,,,,
AL,UNNAMED,1889,04,48,18890905,0000,,HU,21.7N,68.5W,90,,,,,,,,,,,,,,
AL,UNNAMED,1889,04,48,18890905,0600,,HU,22.4N,68.7W,90,,,,,,,,,,,,,,
AL,UNNAMED,1889,04,48,18890905,1200,,HU,23.3N,68.7W,90,,,,,,,,,,,,,,
AL,UNNAMED,1889,04,48,18890905,1800,,HU,24.7N,68.5W,90,,,,,,,,,,,,,,
AL,UNNAMED,1889,04,48,18890906,0000,,HU,25.8N,67.9W,90,,,,,,,,,,,,,,
AL,UNNAMED,1889,04,48,18890906,0600,,HU,27.0N,66.9W,90,,,,,,,,,,,,,,
AL,UNNAMED,1889,04,48,18890906,1200,,HU,28.3N,66.3W,90,,,,,,,,,,,,,,
AL,UNNAMED,1889,04,48,18890906,1800,,HU,29.2N,66.3W,90,,,,,,,,,,,,,,
AL,UNNAMED,1889,04,48,18890907,0000,,HU,29.9N,66.4W,90,,,,,,,,,,,,,,
AL,UNNAMED,1889,04,48,18890907,0600,,HU,30.9N,66.5W,90,,,,,,,,,,,,,,
AL,UNNAMED,1889,04,48,18890907,1200,,HU,32.0N,67.0W,90,,,,,,,,,,,,,,
AL,UNNAMED,1889,04,48,18890907,1800,,HU,32.6N,67.4W,90,,,,,,,,,,,,,,
AL,UNNAMED,1889,04,48,18890908,0000,,HU,33.1N,67.7W,90,,,,,,,,,,,,,,
AL,UNNAMED,1889,04,48,18890908,0600,,HU,33.5N,68.0W,90,,,,,,,,,,,,,,
AL,UNNAMED,1889,04,48,18890908,1200,,HU,34.0N,68.3W,90,,,,,,,,,,,,,,
AL,UNNAMED,1889,04,48,18890908,1800,,HU,34.3N,68.5W,90,,,,,,,,,,,,,,
AL,UNNAMED,1889,04,48,18890909,0000,,HU,34.7N,68.8W,90,,,,,,,,,,,,,,
AL,UNNAMED,1889,04,48,18890909,0600,,HU,35.1N,69.2W,90,,,,,,,,,,,,,,
AL,UNNAMED,1889,04,48,18890909,1200,,HU,35.5N,69.5W,90,,,,,,,,,,,,,,
AL,UNNAMED,1889,04,48,18890909,1800,,HU,36.0N,69.8W,90,,,,,,,,,,,,,,
AL,UNNAMED,1889,04,48,18890910,0000,,HU,36.3N,70.0W,85,,,,,,,,,,,,,,
AL,UNNAMED,1889,04,48,18890910,0600,,HU,36.6N,70.2W,80,,,,,,,,,,,,,,
AL,UNNAMED,1889,04,48,18890910,1200,,HU,37.0N,70.4W,80,,,,,,,,,,,,,,
AL,UNNAMED,1889,04,48,18890910,1800,,HU,37.4N,70.7W,75,,,,,,,,,,,,,,
AL,UNNAMED,1889,04,48,18890911,0000,,HU,37.7N,71.1W,70,,,,,,,,,,,,,,
AL,UNNAMED,1889,04,48,18890911,0600,,HU,38.0N,71.6W,70,,,,,,,,,,,,,,
AL,UNNAMED,1889,04,48,18890911,1200,,HU,38.3N,72.1W,65,,,,,,,,,,,,,,
AL,UNNAMED,1889,04,48,18890911,1800,,TS,38.4N,72.5W,60,,,,,,,,,,,,,,
AL,UNNAMED,1889,04,48,18890912,0000,,TS,38.4N,72.9W,55,,,,,,,,,,,,,,
AL,UNNAMED,1889,04,48,18890912,0600,,TS,38.1N,73.4W,45,,,,,,,,,,,,,,
AL,UNNAMED,1889,04,48,18890912,1200,,TS,37.7N,73.9W,40,,,,,,,,,,,,,,
AL,UNNAMED,1889,04,48,18890912,1800,,TS,37.0N,74.5W,35,,,,,,,,,,,,,,
AL,UNNAMED,1889,05,40,18890902,0000,,TS,15.9N,42.9W,35,,,,,,,,,,,,,,
AL,UNNAMED,1889,05,40,18890902,0600,,TS,16.2N,43.8W,35,,,,,,,,,,,,,,
AL,UNNAMED,1889,05,40,18890902,1200,,TS,16.6N,44.6W,40,,,,,,,,,,,,,,
AL,UNNAMED,1889,05,40,18890902,1800,,TS,16.9N,45.4W,40,,,,,,,,,,,,,,
AL,UNNAMED,1889,05,40,18890903,0000,,TS,17.3N,46.5W,45,,,,,,,,,,,,,,
AL,UNNAMED,1889,05,40,18890903,0600,,TS,17.7N,47.9W,45,,,,,,,,,,,,,,
AL,UNNAMED,1889,05,40,18890903,1200,,TS,18.0N,49.0W,50,,,,,,,,,,,,,,
AL,UNNAMED,1889,05,40,18890903,1800,,TS,18.3N,50.4W,50,,,,,,,,,,,,,,
AL,UNNAMED,1889,05,40,18890904,0000,,TS,18.7N,51.9W,50,,,,,,,,,,,,,,
AL,UNNAMED,1889,05,40,18890904,0600,,TS,19.3N,53.1W,50,,,,,,,,,,,,,,
AL,UNNAMED,1889,05,40,18890904,1200,,TS,20.0N,54.3W,50,,,,,,,,,,,,,,
AL,UNNAMED,1889,05,40,18890904,1800,,TS,20.5N,55.0W,50,,,,,,,,,,,,,,
AL,UNNAMED,1889,05,40,18890905,0000,,TS,21.2N,55.6W,50,,,,,,,,,,,,,,
AL,UNNAMED,1889,05,40,18890905,0600,,TS,21.8N,56.1W,50,,,,,,,,,,,,,,
